,text,label
27371,Обычная мера профилактики распространения заболевания  очень даже эффективная  хоть и жесткая ,1
27372,как я борюсь с паникой ,1
27373,А кто то сомневался в том что путинский ручной суд примет поправки ,0
27374,Реально  какой то чел придумывает поправки  придумывает левое  голосование   вопреки требованиям Конституции   уголовщина чистой воды   тратит на это бюджетные денежки    Не многовато ли на себя берет для выборного поста  Или факты указывают  что все таки не выборного  Жаль  правоохранителей нет в стране   ,0
27375,Разве он не уволился за две недели до ареста   ,0
27376,Прекрасный актёр  классика советского кино ,1
27377, Врачи работают голыми руками  в смотровых масках  без бахил  без защитных костюмов  Ну а что поделать  маски и перчатки улетели в Италию  Пыне показуха важнее чем жизнь врачей,0
27378,Хорошо  что по линии безопасности у нас налажено взаимодействие с Азербайджаном  потому что большие страны очень влияют на регион  так мы совместно боремся с экстремизмом  С ираном так же,1
27379,Почему ВОЗ только сейчас поднимает этот вопрос  Они для того и созданы  чтобы быть готовыми к любым ситуациям  Они и так налажали  что поздно предприняли меры по борьбе с коронавирусом,1
27380,я не хожу Прыгаю Прыгнул до стены  развернулся прыгнул к противоположной  А на кухне   только повороты получаются   ,0
27381,Духовный врач сказно хорошо прием можно вести он лайн и налоги неплохо бы начать платить   ,0
27382,Если честно то от постов на тему короновируса уже просто мутит,0
27383,Ну хоть тут салют посмотрю ,1
27384,Видимо не все там отбитые сидят  и понимают что благодаря таким  остроумным  идеям  Крым от них ещё дальше отдалился ,1
27385,Интересно  сколько полоумных сегодня без пропусков выедет  покататься ,1
27386,Это ненормально  Почему женщина может повзолить себе такое сделать  Если она родила этих детей  это не значит  что она имеет власть на их жизнями ,1
27387,Когда хочешь быть популярным и начинаешь делать глупые челленджи  Лучше бы с лентой скакала ,1
27388,Есть специальные антисептические вещества   их и надо использовать  Или возьмите за правило носить перчатки  особенно медицинские если есть  И меньше слушайте паникеров   от них больше проблем,1
27389,Он за самоизоляции и отмену ЕГЭ,0
27390,Блин  теперь  я думаю  все осознали  как важно следовать рекомендациям ,1
27391,Логично  сейчас многие под карантином,1
27392,Ну как вот объяснить этим бабушкам и мамам  чтобы они не выходили за порог своего дома  когда накануне дачи и прочие летние хлопоты  Ведь на самом деле эти люди находятся в зоне риска ,1
27393,Нужно сказать больше спасибо врачам за то что они жертвуют своим здоровьем ради нас А мы должны соблюдать их рекомендации чтоб обезопасить себя и не дать им жертвовать собой ,1
27394,бред  людей хватает на улицах  пусть и гораздо меньше конечно  а снимки делаются на рассвете в основном  для эпичности картины  или топовых местах  которые официально перекрыты,0
27395,Все это временно  осталось немногим более  чем полмесяца  Но тут важно не только количество дней  но и так сказать качества   соблюдения людьми мер профилактики ,1
27396,Вот тебе и вуду  а кудесница водовка сделала свое   Жалко мне их болезных   Мог бы пользу обществу приносить  а так жил никак и умер по глупости,0
27397,Не думаю  что стоит смеяться  Сила молитвы в вере и хороших вибрациях  которые получается при чтении молитвы  И вообще сообща мы справимся с проблемой ,1
27398,https     youtu be  n mctrLXuYU,0
27399,это все америкосы мутят полюбому  чтобы настроить других против Ирана   ,0
27400,К таким  особенно кто сбегает из карантина нужно принимать жёсткие меры,1
27401,Наверно потому  что в грузовых самолетах опасно возить людей ,0
27402,на все это конечно нужно время  вакцина быстро не делается  врачи у нас и так молодцы,1
27403,все зависит от страны и состояния на момент обьявления карантина да и от сознательности людей зависит многое,1
27404,Особенно актуален вопрос  почему нет вакцины   И похеру  что сто раз отвечали  нужно разработать  протестировать  дождаться положительных результатов  а потом только запустить в производство ,1
27405,Не пытайтесь ещё раз перечитать  чтобы понять собянинские контрмеры с пн  Эту и панину  понять невозможно  Не теряйте время ,0
27406,И кто сказал  что эти мероприятия будут происходить сейчас  Кто сказал вообще  что они будут массовыми  Может просто подарки закупят и через курьеров раздадут   плохо ,1
27407, все твои сладости  приучают делить еду  а не делиться  Эксперименты с детьми  какая пошлость  Какой вывод должен сделать ребёнок   Маме доверять нельзя  ,0
27408,Кому то просто делать нечего в изоляции  Это натуральное вредители  потому что никакие президентские поручения о повышенной готовности медучреждений не помогут  если у нас все так и продолжат шататься из стороны в сторону ,1
27409,Охерел что ли  одноклеточное,0
27410,Сахарный диабет и заболевания сердечно сосудистой системы сами по себе опасны для жизни  Особенно  если они осложняются коронавирусом ,1
27411,чтобы точнее получилась   а то устареет быстро ,0
27412,Пусть земля ему будет пухом ,0
27413,в новгородской остановили автомобиль с масками и мед оборудованием предназначенный для местных больниц,0
27414,Пустите уже программ развлекательных с пуделем от эха мацы  Хочется веселья   ,0
27415,Может быть и так  Сейчас сложно делать предсказания и лучше ограничиться текущими задачами и решениями  чтобы ввести карантин на время выходных и переждать дома,1
27416,Вообще то этот Фёдор Катасонов   педиатр  вообще ни разу не вирусолог  нахера мне знать его дилетантское мнение ,0
27417,Я один вообще не пью я один такой псих ,0
27418,Потому что люди нынче разучились убираться за собой,1
27419,Прочитал всю статью    Так то это даже не смешно    ,0
27420,а нельзя сказать проще карантин ,0
27421,Трамп еще бы дольше наблюдал за ситуацией в Европе  Можно было начать профилактику коронавируса гораздо раньше  Но ему было не до этого ,1
27422,Они сами нарушили указание  больше    человек не собираться  Всех на карантин придется отправлять ,0
27423,Тут даже самоизоляция не причем  Любой офисный планктон хорошо знает  что после    часового рабочего дня за компом нужна физическая нагрузка ,1
27424,Маккейна нет уже давно,0
27425,Пожалуй откажусь  три четыре пять,0
27426,головой они видимо не подумали  от слова совсем,1
27427,Очень безответственно сейчас призывать людей на массовые мероприятия  Лучше сейчас остаться дома и переждать  чем потом всем оказаться на койке в больнице или на кладбище,1
27428,Я всегда задавался вопросом  почему люди скупают именно речку   Есть же и геркулес  и перловка  макароны  рис  Да и вообще  не понимаю я всей это паники  Людям стоит меньше обращать внимание нато  что пишут в интернете  Сейчас там слишком много фейков на тему коронавируса ,1
27429,Хотите как на Украине ,0
27430,Умрут и умрут  Их выбор  Просто штрафаните родителей ,1
27431,А я думаю не меньше года,0
27432,https   m vk com wall             ,0
27433,Что они и как поддерживать будут своим пением  Концерт платный или что  На деньги купят маски  Раздадут врачам ,1
27434,Путлерасты конец вам хоть усери   сь тут Дед и вы на свалку ,0
27435,Пранкера отправьте где туберкулезники сидят  Пусть кашляет на здоровье там ,0
27436,Туалетную бумагу на хранение в банк будут нести ,0
27437,как там пожар то возник  ,1
27438,Парад это тоже массовые скопление людей  Не надо рисковать здоровьем желаю вылечиться Нахимовцам,1
27439,Вполне вероятно  что именно американцы и стали создателями этого вируса,1
27440,Шахматы и разводки   опасная комбинация,0
27441,то есть за две недели все население заразится    она это хотела сказать ,0
27442,Я слышал там какое то спортивное мероприятие проходило  плюс этот ежегодный шоппинг в Милане  куда толпы ломя голову едут  И вот результат на лицо  по     жертв в день  Благо мы свои границы вовремя закрыли ,1
27443,      Он столько мер предпринял  которые сейчас просто необходимы  Вы посмотрите на другие страны  где реально не хотят участвовать в решении проблем  какого результата они добились таким способом,1
27444,Да не уничтожили вы его   захотел то пожизненно в кресле сидел бы,0
27445,Вот это масштабы  ничего себе,1
27446,Не очень то правильная у него позиция  Как надоел  если честно  этот дешовый хайп на пустом месте ,1
27447,Лучше бы рассказали как он от сталинских репрессий пострадал  И мог даже умереть там на зоне  А сколько таких  королёвых  было уничтожено  доблестными  чекистами    Один бог знает ,0
27448,У них коронавирус головного мозга уже ,1
27449,можете дышать одним воздухом,1
27450,Нас вообще на вольные хлеба отправили  так сказать до лучших времен  Мне не вариант дома сидеть  через Центр занятости за считанные дни работу нашел  благо там вакансий полно ,1
27451,Очень хочеться в это верить  главное  чтобы это прошло с минимальным количеством летальных исходов,1
27452,Были случаи  когда вместо лечения больного или его диагностики приносили тест на вирус от представителя  элиты  и переключались на него  Что вы панику сеете  так еще и вражду какую то ,1
27453,Вы же понимаете  что     тысяч  это общее число заражённых  не считая умерших и выздоровевших  Сейчас болеет не     тысяч человек  а где то     потому что многие уже выздоровели  а какое то количество людей умерло ,0
27454,Забавно  что бездействие Лукашенко в плане вируса заставляет его перекидывать лживые стрелки на других,1
27455,Плюсы есть во всём ,1
27456,Тот год же тоже был високосным нет ,1
27457,Просто они врут еще больше наших  Вот и весь секрет,0
27458,А врач  который предупреждал Джонсона об опасности короны  умер      марта    летний Чоудхари обратился к Джонсону с просьбой срочно обеспечить медиков средствами индивидуальной защиты  чтобы предотвратить их заражение коронавирусом  Вскоре у Чоудхари подтвердился коронавирус  спустя    дней лечения в больнице он скончался ,0
27459,А чем катание на личном авто опасно  втф,0
27460,Закройте  пожалуйста  еще все штабы Навального  Там тоже начали людей заражать  Работают безответственные сотрудники ,1
27461,Зачем нам какое то распределение бюджета  правда  Ведь все куда проще   можно денег напечатать и раздать,1
27462,Ох не удивлюсь  если японские таможенные органы выявят  что к контрабанде может быть причастен крупный международный синдикат  который в свою очередь принадлежит США  Или не попрут против американцев ,1
27463,классная есть поговорка  лох не мамонт  лох не вымрет  ,1
27464,Фильм о Беслане явная заказуха  которую Дудь выполнял видимо для Ходорковского  Ходор и премию ему выписал с барского плеча за это  кино  ,1
27465,Вы стали слишком много писать о животных   ,0
27466,Так это давно уже вроде или нет ,1
27467,Люблю зиму и холод  так что да  остановился бы  ,0
27468,Пиндоссы остались верны себе ,0
27469,Уже и на Конституцию санкции ввели  Приходится срочно обновлять ,0
27470,Ну  вот  боевики ХТШ все таки учинили сделать очередную постановочную химатаку в Идлибе  надеюсь  много турецких прокси потравили зарином ,1
27471,не сказать  что это много  пока все контролем и очень надеюсь  что так и останется,1
27472,И чо  Скоро в каждой райполиклинике будут направления раздавать  И да  что печатать то будете  сказочники  Сердце  Почки  Мозги  Задницу  Угораю с вас   ,0
27473,Новый хозяин  по новому стелит  Кто непонял  тот бездарь и должен выполнять всё  что скажет хозяин   ,0
27474,Хорошо  что снами главное достояние   ,0
27475,В России вообще по цвету глаз  без контактно   ,0
27476,Так если маски не спасут почему те кто ухаживает за больными должен их носить   Значит все же помогают   Или за больными узаживают больные   Что вообще за бред          ,0
27477,Приложение придумали наверное для упрощения работы сотрудников органов  которые будут контролировать этот вопрос  Дпс и тп,1
27478,Сделки  Простите  когда Штаты соблюдали свои же договоренности  Сколько уже раз было  что они в итоге нарушают их все  если это сулит им выгоду ,1
27479,это ему Путин так сказал,0
27480,К черту ЖКХ Дом лучше чем квартира Плати за свет и газ и усе Самый экономный вариант Правда в РФ земля очень дорогая а ведь ее много в РФ пора бы ее по   соток бесплатно выдавать под стройку тем у кого нет собственного жилья один черт участки десятилетиями пустуют без пользы для народа и гос ва ,0
27481,Среди молодых много новых случаев потому  что пожилые люди осознали масштабы происходящего и самоизолировались  Молодежь же решила  что им просто дали выходные   вот и причина,1
27482,Добро пожаловать с визой туриста,0
27483,Да отстаньте вы с этой помощью другим странам  Помогают кому считают нужным ,0
27484,Причем тут историки   День победы обязательно отпразднуем  когда не будет угрозы для здоровья тех же ветеранов  Ведь  они в самой рискованной группе ,1
27485,Если без паники   то людям упрощают возврат денег за неиспользованные билеты  А авиакомпании  не оказавшие услугу  соответственно и расходы в связи с ней не понесли  Очень сомневаюсь  что там будут нулевые счета  Да и в целом банки не разорятся ,1
27486,Если они популярны у людей  да и их читают  то почему бы и нет  Поисковики по умолчанию социально значимы же ,1
27487,Но петь нужно всем Пусть не на виду  Это здоровье и душевное  и физическое ,0
27488,И правильно  чтобы не усугублять обстановку самое то  Надо ограничивать нежелательные перемещения людей  чтобы рост зараженных снижался ,1
27489,Зачем лишний раз из города в город летать  Даже к родителям сейчас не стоит  В том же аэропорту можно вирус подцепить и своих близких заразить ,1
27490,Молодцы  вот это новость  а то вон уже поговаривают о закрытии Москвы  а там глядишь и Питера  но вакцина   это круто  всех вылечат  и никто от китайской заразы больше не умрет ,1
27491,Ага  Беседина вечером уже выдала  что её никто не слушает и в известность не ставит  А ведь она может много чело предложить  например  споёт песенку про макдак или про союз людей с собаками расскажет   ,1
27492,Ну  началось  не просто исчез  а загадочно   ,0
27493,домашнее насилие на карантине    это что то новенькое продолжаете лоббировать потенциально опасный для общества законопроект о домашнем насилии ,1
27494,Удивительно  как искусственный разум быстро взрослеет ,0
27495,И правильно сделали  Нечего заразу разносить ,1
27496,и подымут цены топлива на внутреннем рынке,0
27497,да как исключительная нация так опустилась у России маски и старые аппараты ивл покупает так смотри и украина что то своё втюхает а потом скажет страну спасли,0
27498,Прикольно В самоизоляции важно не зажиреть ,1
27499,А если на этот номер написать  Эээ Арра  мама твой ебал  бля     Что они напишут  в ответ ,0
27500,Хакеры стали больше сидеть дома,0
27501,А чуму она тоже пережила в Европе  Шучу  Здоровья ей ,0
27502,земля этому пидору стекловатой,0
27503,Да чё там Освенцим  СССР вообще специально Гитлера не побеждало  чтобы поляков побольше погибло ,0
27504,Каждый зарабатывает  как умеет  А что делать безработным  У нас во всяком случае решили увеличить их пособие  К тому же если есть дети до   лет  то на них тоже положены выплаты ,1
27505,Я думаю  что просто без зрителей    соревнования эти все таки должны состояться,1
27506,хотел посмотреть постановку в Большом Театре  но  сами понимаете  режим ХЗ    Компенсируйте мне неудобства  достаточно ценой билета         р ,0
27507,Лол опять Голунов  новая серия публикаций по дискредитации силовиков  По ходу на след неделе обгоните Новую газету в рейтинге антироссийских СМИ ,1
27508,Видимо  самый пик в Италии уже пройден  Очень хочется верить в это ,1
27509,Ну так давно пора всех переводить онлайн  в чем проблема то  Или депутаты какие то особые люди  которые не мог заразиться вирусом ,1
27510,Осудил  Хорошо  Прикажите вернуть памятник на место г н президент ,0
27511,Надо было последние три месяца подготовкой к эпидемии заниматься  а не обнулением   Руководить   это значит предвидеть  В И Ленин   Передайте это бестолковым едропутам ,0
27512,Рано о чём то говорить  будем смотреть  что будет в итоге,1
27513,Надо было поддержать независимость Чечни ещё в     Обнести колючей проволокой  и не вмешиваться совсем   Так они друг друга весело резали   ,0
27514,А нормальных фильмов посоветовать не могли ,1
27515,По поводу Москвы  все будет нормально  мне кажется  Пандемия это не война все таки  рано или поздно она все равно закончится  Нужно  немного потерпеть ,1
27516,Вот так и предотвращаются новые случаи заражения   ограничением контактов и соблюдением режима  Надеюсь  нарушителей скоро станет намного меньше ,1
27517,Ватный ровок в    махов ,0
27518,это называется весенние каникулы,0
27519,Хахах    Просите советы у того на кого хотите быть похожими   ,1
27520,Хорошо чистим комменты    баллов шестачок ,0
27521,Как обычно признают виноватым экипаж,0
27522,по всем прогнозам эпидемия пройдет максимум за полгода  и потом восстанавливать экономику будут по разбитым дорогам  а как же пресловутый фонд благосостояния или как его там  вот он  используйте для борьбы с КВ  дороги то причём  ,0
27523,Как задрали эти фантазеры  На вирусе только ленивый не хайпит ,1
27524,зачем  он иностранный агент   наши то преступникам помогают в европе  ибо смекалочка ,0
27525,А что в онлайне не проведут  Как все щас делают ,1
27526,а зачем он нужен по такой цене  если за   к можно XR взять ,0
27527,Так и не поняла  к чему был тот бум  когда в России скупали бумагу и гречку  На складах все есть  И ажиотаж был напрасный ,1
27528,Срочно зовите журналистов с канала РЕН ТВ,0
27529,Беларусь оплот   останок Союза  не удивлюсь  если у Лукашенко внезапно найдут онкологию как у Задорного или посадят на ЛЭП как генералов ,0
27530,Где там концерт Mesiv attack ,0
27531,Создают эти фейки    ужас   не понятно зачем,1
27532,Тото моя мамуля посетовала  что вместо Васильева кто то другой ведет ее любимый  Модный приговор   Ему не много  не мало     год  а это группа риска  Видно  плохо самоизолировался  раз заболел пневмонией  Может дело и не коронавирусе  анализы покажут ,1
27533,  когда чуть чуть тоже скрашивал дни чем то подобным,0
27534,Халатное отношение и вера в слепую удачу приводит к большим последствиям в виде огромного количества зараженных  Доказано США и Европой  Не надо так ,1
27535, вся зараза от этого стада  ,0
27536,Тише тише это родина собчака и его,0
27537,Отправили бы самолет Руслан в Таиланд что бы всех сразу забрать ,0
27538,Если есть туалетную бумагу  то на выходе она будет вытирать задницу,0
27539,Да ну  ерунда  мы же не в Индии живем  и на Пакистане  тем более что сейчас еще и холодно ,1
27540,Правила просты  использовать маску в людных местах  держать в кармане с собой антисептик и держать дистанцию с людьми  Все ,1
27541,В общественных местах легко заразиться ,0
27542,После кризиса будет приватизация прибылей и национализация убытков  Как и во время кризиса  как и до кризиса ,0
27543,Клин клином вышибают   нужно перенести Олимпиаду в      Китай ,0
27544,Пусть в ассортимент добавят подгузники  товар первой необходимости  тогда смогут работать  У нас так все магазины работают  ,0
27545,Готовы три шкуры снять уж лучше на Яндексе ,0
27546,А вот как этот вирус от животного передался человеку  так выяснить и не смогли  Правда от человека к человеку он передается хорошо  Поэтому сидим дома  моем руки и избегаем рынков  и прочих мест с большим скоплением людей ,1
27547,Вот  спорт   это здоровье,0
27548,Надо было переезжать в кндр ,0
27549,Соболезную больше нечего сказать,0
27550,Сейчас под шумок  нам всем qr коды присвоят  А потом начнётся самая дичь ,0
27551,Большинство людей и правд дома сидит  Но еть и те  кто так и рвется на шашлыки или просто погулять  Из за ни статистика и портится ,1
27552,Ну а смысл  В тяжелом состоянии эту болезнь переносят только люди с проблемами со здоровьем  Только из уважения к ним  а не из страха  и нужно оставаться дома ,1
27553,Будьте здоровы и сидите дома,1
27554,Слишком много фейков на эту ему  Пора принимать меры  чтобы то пресечь  Наши люди склонны верить всему тому  что видят и слышат в сети  к сожалению ,1
27555,Почему нет  наши ученые тоже на месте не сидят  Уже тесты на приматах пошли  а значит  что к сентябрю реально возможно  если заработает ,1
27556,Ну что за уроды  На все рукой мазнули  лишь бы дополнительную прибыль состричь  А то что люди рискуют заболеть   им до лампочки  Таких только штрафами поставить на место можно ,1
27557,Александр  может потому  что никто и не должен их видеть  Вы о чем вообще  Больные по больницам сидят  тех  кто вирус в легкой форме переносит  посадили на карантин дома ,1
27558,Я не трус  но я боюсь   ,0
27559,Неужели народ не понимает всей серьезности ситуации  Надо немного потерпеть  чтобы потом жизнь вернулась в прежнее русло ,1
27560,Такое только в фильмах увидишь    Только там еще и перед смертью диско танцуют   ,0
27561,ну теперь никакой цукер с куком не пройдут  не получится у них тырить данные в своих корыстных целях,1
27562,Я знаю лишь то  что ничего не знаю   чем отапливался и освещался Большой театр  театр ли это вообще ,0
27563,Это и хорошие изменения и плохие конечно  Ноа радумате наблюдать эту сплоченность ,1
27564,Правильно  берешь деньги в долг будь добр их вернуть в срок,1
27565,На такие сообщения  даже если они когда нибудь и появятся  нельзя реагировать  если о них не заявлено в официальных источниках ,1
27566,ПОПЛЫЛО   ВОТ ИМЕННО ЧТО ПОПЛЫЛО    ,0
27567,Процедура и так не сложная  Сейчас из за перехода на удаленку много всего придется изменить  но это пойдет только на пользу  цифровые технологии тоже не терпят отставания в развитии,1
27568,И так везде и по всей стране ,0
27569,Даа  пускай ещё больше вирусов направит  У Них мало становится ,0
27570,Дезинфицирует спирт  Не понимаю зачем мне покупать смесь спирта и загустителей     мл за     р   если я могу купить бутылку водки     л за     р   ,0
27571,Отдайте пенсионерам и беременным женщинам   Хотя  я зря тут это написал  Тут лижут олигархам,1
27572,Война не кончилась а  военнопленных отдают,0
27573,Хошь работай хошь сочкуй работодатель даст тебе х   й,0
27574,Вот это социальная ответственность ,1
27575,мало времени было на обсуждение      месяца только их и обсуждали в Думе  даже трансляции велись  идите на ютуб и посмотрите,1
27576,Главное  что есть факт самого перемирия  Оно бы не состоялось вовсе без встречи Путина и Эрдогана ,1
27577,Мои поздравления российскому теннисисту  И не сосчитать наград  которые Сафин принес для нашей страны   Он  кстати  и спортивный комментатор   отменный ,1
27578,Лучше бы Риддика нового сделал,0
27579,У нас в городе вообще погода какая то ненормальная в декабре в этом году  всей Москвой ждем снега ,1
27580,Очень хотелось бы  что бы уже в мае мы спокойно начали жить  как раньше ,1
27581,А что  в Китае уже побороли  ,0
27582,Не паникую  но и нам пора бить тревогу во все колокола  чтобы люди наконец поняли  что самоизоляция спасет им здоровье и жизнь ,1
27583,О Господи помоги им справиться без потерь,0
27584,Когда Ходорковский говорит  складывается впечатление  что он бредит  Основательно тюремный чифир повредил мозги Ходора ,1
27585,Ул Наличная  м Приморская   ,0
27586,Невесте    лет жениху    лет и невеста ждёт ребёнка Жениха ждёт не ЗАГС а тюремные нары за совращение малолетней ,0
27587,Спасибо компании за оперативность,1
27588,Тех кто кайфовал бабло тратил везут в страну чтобы дальше заражать А народ сидит по домам без денег и работы из за тех кто привёз заразу ,0
27589,Это взрыв жопу ген директора дождя  когда увидели  что Путин сделал что то хорошее чтоли    ,1
27590,Баженова знаем  любим уважаем,1
27591,Вполне возможно совсем отменят  потому что у нас уже есть Питерский форум  Хватит уже два проводить  ,0
27592,Чего разнылись  кукарекалки  Теперь работодателя за послание нах с больничным и отпускными на кукан наденут ,0
27593,как то резко и критики пооседали  и нет больше комментариев про  очередное российское   ,1
27594,Но надо чтобы собака переболела,1
27595,Этот режим куда сильнее пропагандирует уход из жизни в тяжёлую наркоту,0
27596,Предупрежден  значит  вооружен  С нашим количеством заболевших  и    тыс ранее подготовленных коек многовато будет  Но лучше на всякий запастись дополнительными  прирост пока остановить не удалось   ,1
27597,Ставь лайк  если ты в шоке от того   что в    веке есть пандемия,0
27598,Это ожидаемо  но скорее это произойдет в конце года ,1
27599,руссня должна молча дань платить,0
27600,Слабые вымрут  останутся только самые сильные  закон природы ,1
27601,Нельзя точно спрогнозировать когда это закончится  Все сейчас зависит от нас самих  как мы будем соблюдать все рекомендации,1
27602,Красавец  Нужно знать когда отступить  Всех денег не заработать  А у него еще молодая жена и ребенок  Еще больше зауважал  Отец не зря такого сына воспитал,1
27603,ничего на     летие приедет ведь Путин ещё будет на своем посту ,0
27604,Такое ощущение  что области просто соревнуются друг с другом по наличию и количеству коронавирусных больных  типа тренд такой   и у нас тоже есть  бред блин ,1
27605,Кто то сомневался  что его не перенесут его  Уже понятно было еще месяц назад  только упертые не верили ,1
27606,Это ЦБ создал панику  Хотя напечатать бумажки дело нехитрое  себестоимость копеечная  Устранить дефицит наличных даже проще  чем устранить дефицит масок ,0
27607,Мы же не хотим жесткого карантина  который может длиться месяц  а то и больше   Ну  так проще же  чтобы этого избежать  неделю дома посидеть  правда  ведь  ,1
27608,было бы смешно если не было бы так пох й на ваши страхи ,0
27609,Когда народ перестанет брать в руки вражеский власовский триколор  Вы совсем ничего не думаете ,0
27610,Автор плохо подготовился  Берт  само по себе  переводится как яркий примечательный  с англ оно сегодня звучит как брайт,0
27611,Они не смогут сделать антивирус против корона вируса поздно эпидемия стала сильнее и скоро по всему миру будет это наказания для человечества,0
27612,Может лучше врачей послушать  Маски стоит надевать в общественном транспорте и магазинах  где большое скопление людей  а просто на улице какой смысл  да и носить долго одну маску нельзя      часа ,1
